speed,lateralSpeed,trackPosition,trackEdge_0,trackEdge_1,trackEdge_2,trackEdge_3,trackEdge_4,trackEdge_5,trackEdge_6,trackEdge_7,trackEdge_8,trackEdge_9,trackEdge_10,trackEdge_11,trackEdge_12,trackEdge_13,trackEdge_14,trackEdge_15,trackEdge_16,trackEdge_17,trackEdge_18,angleToTrackAxis,action_accelerate,action_brake,action_clutch,action_gear,action_steering,action_focus
157.221,0.000817125,0.264537,4.04595,4.0931,4.27273,4.61552,5.18954,6.13968,7.80604,11.1801,20.805,191.364,45.519,21.5938,14.4419,11.1021,9.2451,8.13195,7.46037,7.09026,6.95651,-0.0211396,1.000000,0.000000,0.000000,4,0.000000,360
157.817,0.000397402,0.271196,4.00932,4.05605,4.23404,4.57373,5.14255,6.08408,7.73534,11.0788,20.6164,189.611,45.7593,21.7077,14.518,11.1606,9.29379,8.17478,7.49966,7.1276,6.99314,-0.0211419,1.000000,0.000000,0.000000,4,0.000000,360
158.412,0.000301652,0.277854,3.97269,4.01899,4.19536,4.53194,5.09556,6.02849,7.66465,10.9776,20.428,187.87,45.9993,21.8215,14.5941,11.2191,9.34248,8.2176,7.53895,7.16493,7.02977,-0.0211428,1.000000,0.000000,0.000000,4,0.000000,360
159.008,0.00027662,0.284513,3.93606,3.98193,4.15667,4.49015,5.04858,5.9729,7.59397,10.8764,20.2396,186.131,46.2392,21.9352,14.6701,11.2776,9.39117,8.26043,7.57823,7.20226,7.0664,-0.0211435,1.000000,0.000000,0.000000,4,0.000000,360
159.601,0.000326073,0.291171,3.89943,3.94488,4.11799,4.44836,5.0016,5.91731,7.5233,10.7751,20.0512,184.397,46.4789,22.0489,14.7462,11.336,9.43985,8.30325,7.61752,7.2396,7.10303,-0.0211438,1.000000,0.000000,0.000000,4,0.000000,360
160.196,0.00033595,0.297829,3.8628,3.90782,4.07931,4.40658,4.95461,5.86172,7.45263,10.6739,19.8628,182.661,46.7188,22.1627,14.8222,11.3945,9.48853,8.34607,7.6568,7.27693,7.13966,-0.0211442,1.000000,0.000000,0.000000,4,0.000000,360
160.789,0.000376933,0.304488,3.82617,3.87076,4.04063,4.36479,4.90763,5.80614,7.38195,10.5727,19.6744,180.927,46.9585,22.2764,14.8983,11.453,9.53721,8.38889,7.69608,7.31427,7.17629,-0.0211444,1.000000,0.000000,0.000000,4,0.000000,360
161.382,0.000399479,0.31139,3.7882,3.83235,4.00053,4.32147,4.85892,5.74851,7.30869,10.4677,19.4791,179.13,47.2071,22.3943,14.9771,11.5136,9.58768,8.43328,7.73681,7.35297,7.21426,-0.0211446,1.000000,0.000000,0.000000,4,0.000000,360
161.976,0.00040245,0.318493,3.74913,3.79282,3.95926,4.2769,4.80881,5.68922,7.2333,10.3598,19.2782,177.279,47.4628,22.5156,15.0582,11.5759,9.63961,8.47895,7.77871,7.39279,7.25333,-0.021145,1.000000,0.000000,0.000000,4,0.000000,360
162.568,0.000423415,0.325595,3.71006,3.7533,3.918,4.23233,4.75869,5.62993,7.15792,10.2518,19.0773,175.43,47.7186,22.6369,15.1394,11.6383,9.69154,8.52463,7.82061,7.43262,7.2924,-0.0211453,1.000000,0.000000,0.000000,4,0.000000,360
163.161,0.000417515,0.332697,3.67099,3.71377,3.87674,4.18776,4.70857,5.57064,7.08253,10.1438,18.8763,173.579,47.9744,22.7582,15.2205,11.7007,9.74347,8.5703,7.86251,7.47244,7.33147,-0.0211457,1.000000,0.000000,0.000000,4,0.000000,360
163.752,0.000440135,0.339799,3.63192,3.67424,3.83548,4.14318,4.65846,5.51135,7.00715,10.0359,18.6754,171.729,48.2301,22.8795,15.3016,11.763,9.79539,8.61598,7.90441,7.51226,7.37054,-0.0211459,1.000000,0.000000,0.000000,4,0.000000,360
164.048,0.000508143,0.34335,3.61238,3.65448,3.81485,4.1209,4.6334,5.48171,6.96947,9.9819,18.575,170.812,48.3577,22.9401,15.3421,11.7942,9.82135,8.63881,7.92536,7.53217,7.39008,-0.0211451,1.000000,0.000000,0.000000,5,0.000000,360
164.344,0.000433105,0.346902,3.59284,3.63472,3.79422,4.09861,4.60834,5.45205,6.93176,9.92789,18.4745,169.878,48.4859,23.0008,15.3827,11.8254,9.84732,8.66165,7.94632,7.55208,7.40962,-0.0211463,1.000000,0.000000,0.000000,5,0.000000,360
164.977,-0.00202144,0.357555,3.53424,3.57541,3.7323,4.03171,4.5331,5.363,6.81848,9.76547,18.1714,166.958,48.8754,23.184,15.5049,11.9192,9.92537,8.73026,8.00923,7.61185,7.46823,-0.0211652,1.000000,0.000000,0.000000,5,0.000000,360
164.808,-0.00503399,0.364657,3.49517,3.53587,3.691,3.98708,4.48288,5.30353,6.74277,9.65676,17.9678,164.878,49.1407,23.3074,15.5869,11.982,9.97756,8.7761,8.05122,7.65171,7.5073,-0.0211953,1.000000,0.000000,0.000000,5,0.000000,360
164.638,-0.00434656,0.37176,3.4561,3.49634,3.64973,3.94248,4.43273,5.24418,6.66728,9.54855,17.766,162.954,49.3997,23.4294,15.6683,12.0445,10.0296,8.82183,8.09316,7.69155,7.54637,-0.0212059,1.000000,0.000000,0.000000,5,0.000000,360
164.468,-0.00291956,0.378862,3.41703,3.45681,3.60847,3.89791,4.38261,5.18488,6.59187,9.44053,17.5648,161.088,49.6565,23.5509,15.7495,12.1069,10.0815,8.86752,8.13507,7.73138,7.58545,-0.021209,1.000000,0.000000,0.000000,5,0.000000,360
164.503,-0.00213365,0.385964,3.37796,3.41728,3.5672,3.85333,4.33248,5.12557,6.51645,9.33248,17.3636,159.214,49.9137,23.6725,15.8308,12.1693,10.1335,8.91321,8.17699,7.77121,7.62452,-0.0212132,1.000000,0.000000,0.000000,5,0.000000,360
164.909,-0.00181405,0.393066,3.33889,3.37775,3.52593,3.80875,4.28235,5.06625,6.44102,9.22441,17.1623,157.335,50.1711,23.7942,15.9121,12.2318,10.1855,8.95892,8.21891,7.81104,7.66359,-0.0212184,1.000000,0.000000,0.000000,5,0.000000,360
165.313,-0.00109226,0.400169,3.29982,3.33823,3.48467,3.76418,4.23223,5.00696,6.36563,9.11644,16.9614,155.484,50.4273,23.9156,15.9932,12.2942,10.2374,9.0046,8.26081,7.85087,7.70266,-0.0212197,1.000000,0.000000,0.000000,5,0.000000,360
165.514,-0.000698879,0.40372,3.28028,3.31847,3.46404,3.74189,4.20718,4.97732,6.32796,9.06248,16.861,154.568,50.555,23.9762,16.0338,12.3253,10.2634,9.02744,8.28176,7.87078,7.7222,-0.021219,1.000000,0.000000,0.000000,5,0.000000,360
165.916,-0.000167442,0.410822,3.24121,3.27894,3.42278,3.69732,4.15707,4.91804,6.25258,8.95454,16.6602,152.728,50.8108,24.0975,16.1149,12.3877,10.3153,9.07311,8.32366,7.9106,7.76127,-0.0212189,1.000000,0.000000,0.000000,5,0.000000,360
166.317,0.000181013,0.417924,3.20214,3.23941,3.38152,3.65275,4.10696,4.85876,6.17722,8.84661,16.4594,150.889,51.0665,24.2188,16.196,12.4501,10.3672,9.11878,8.36557,7.95042,7.80034,-0.0212187,1.000000,0.000000,0.000000,5,0.000000,360
166.719,0.000375127,0.425027,3.16307,3.19989,3.34026,3.60818,4.05685,4.79947,6.10184,8.73866,16.2586,149.047,51.3223,24.3401,16.2771,12.5124,10.4192,9.16446,8.40747,7.99025,7.83941,-0.0212187,1.000000,0.000000,0.000000,5,0.000000,360
167.12,0.000490744,0.432129,3.12399,3.16036,3.299,3.56361,4.00674,4.74019,6.02647,8.63072,16.0577,147.205,51.5781,24.4614,16.3583,12.5748,10.4711,9.21014,8.44937,8.03007,7.87848,-0.0212188,1.000000,0.000000,0.000000,5,0.000000,360
167.321,0.000454361,0.43568,3.10446,3.1406,3.27837,3.54133,3.98168,4.71054,5.98877,8.57672,15.9572,146.278,51.7063,24.5221,16.3988,12.606,10.4971,9.23298,8.47033,8.04998,7.89802,-0.0212198,1.000000,0.000000,0.000000,5,0.000000,360
167.522,0.000541477,0.439231,3.08492,3.12083,3.25774,3.51904,3.95662,4.6809,5.95109,8.52277,15.8569,145.362,51.834,24.5827,16.4394,12.6371,10.523,9.25581,8.49127,8.06989,7.91755,-0.0212191,1.000000,0.000000,0.000000,5,0.000000,360
167.923,0.000576735,0.446333,3.04585,3.08131,3.21648,3.47447,3.90651,4.62161,5.87572,8.41482,15.656,143.519,52.0899,24.7041,16.5205,12.6995,10.575,9.30149,8.53318,8.10972,7.95662,-0.0212194,1.000000,0.000000,0.000000,5,0.000000,360
168.324,0.000583329,0.453436,3.00678,3.04178,3.17522,3.4299,3.8564,4.56233,5.80034,8.30687,15.4551,141.675,52.3458,24.8254,16.6017,12.7619,10.6269,9.34717,8.57508,8.14954,7.9957,-0.0212199,1.000000,0.000000,0.000000,5,-0.150000,360
168.724,0.000599686,0.460538,2.96771,3.00226,3.13396,3.38533,3.80628,4.50304,5.72497,8.19892,15.2543,139.832,52.6017,24.9468,16.6828,12.8242,10.6788,9.39284,8.61699,8.18936,8.03477,-0.0212202,1.000000,0.000000,0.000000,5,-0.450000,360
169.125,0.000598652,0.46764,2.92864,2.96273,3.0927,3.34076,3.75617,4.44375,5.64959,8.09096,15.0534,137.988,52.8577,25.0681,16.7639,12.8866,10.7308,9.43852,8.65889,8.22919,8.07384,-0.0212207,1.000000,0.000000,0.000000,5,-0.750000,360
169.325,0.000543689,0.471191,2.9091,2.94297,3.07207,3.31848,3.73111,4.41411,5.6119,8.03697,14.9529,137.061,52.9859,25.1288,16.8045,12.9178,10.7567,9.46137,8.67984,8.2491,8.09338,-0.0212217,1.000000,0.000000,0.000000,5,-0.900000,360
169.725,0.000549916,0.478294,2.87003,2.90344,3.03081,3.27391,3.681,4.35482,5.53652,7.92902,14.7521,135.218,53.2419,25.2502,16.8857,12.9802,10.8087,9.50704,8.72175,8.28893,8.13245,-0.0212221,1.000000,0.000000,0.000000,5,-0.441000,360
170.125,0.000550369,0.485396,2.83096,2.86391,2.98955,3.22934,3.63089,4.29553,5.46115,7.82107,14.5512,133.374,53.4978,25.3715,16.9668,13.0425,10.8606,9.55272,8.76365,8.32875,8.17152,-0.0212225,1.000000,0.000000,0.000000,5,-0.216090,360
170.325,0.000616124,0.488947,2.81142,2.84415,2.96892,3.20705,3.60583,4.26589,5.42347,7.76711,14.4508,132.457,53.6255,25.4321,17.0073,13.0737,10.8866,9.57555,8.7846,8.34866,8.19105,-0.0212219,1.000000,0.000000,0.000000,5,-0.151263,360
170.725,0.000615175,0.496049,2.77235,2.80462,2.92766,3.16248,3.55572,4.20661,5.34809,7.65916,14.25,130.614,53.8814,25.5535,17.0885,13.1361,10.9385,9.62123,8.8265,8.38848,8.23012,-0.0212224,1.000000,0.000000,0.000000,5,-0.074119,360
171.124,0.000625677,0.503507,2.73133,2.76312,2.88434,3.11568,3.5031,4.14436,5.26895,7.54581,14.0391,128.678,54.1502,25.6809,17.1737,13.2016,10.993,9.6692,8.8705,8.4303,8.27115,-0.0212228,1.000000,0.000000,0.000000,5,-0.036318,360
171.524,0.00062032,0.511053,2.68981,2.72112,2.8405,3.06833,3.44986,4.08136,5.18886,7.43112,13.8257,126.72,54.4221,25.8098,17.2599,13.2678,11.0482,9.71773,8.91503,8.47261,8.31266,-0.0212233,1.000000,0.000000,0.000000,5,0.000000,360
171.923,0.00063234,0.518599,2.6483,2.67913,2.79666,3.02097,3.39661,4.01837,5.10877,7.31642,13.6123,124.762,54.6941,25.9387,17.3461,13.3341,11.1034,9.76626,8.95955,8.51492,8.35418,-0.0212237,1.000000,0.000000,0.000000,5,0.000000,360
172.122,0.000575804,0.522372,2.62754,2.65813,2.77474,2.99729,3.36999,3.98687,5.06872,7.25906,13.5055,123.778,54.8303,26.0033,17.3892,13.3673,11.131,9.79053,8.98181,8.53608,8.37493,-0.0212247,1.000000,0.000000,0.000000,5,0.000000,360
172.521,0.000573289,0.529918,2.58603,2.61613,2.7309,2.94994,3.31674,3.92388,4.98864,7.14436,13.2921,121.819,55.1023,26.1322,17.4754,13.4335,11.1861,9.83907,9.02634,8.57839,8.41645,-0.0212252,1.000000,0.000000,0.000000,5,0.000000,360
172.919,0.000582912,0.537464,2.54452,2.57414,2.68706,2.90258,3.2635,3.86089,4.90855,7.02966,13.0787,119.862,55.3742,26.2611,17.5616,13.4998,11.2413,9.8876,9.07086,8.62071,8.45796,-0.0212256,1.000000,0.000000,0.000000,5,0.000000,360
173.318,0.000582259,0.545011,2.50301,2.53214,2.64322,2.85523,3.21026,3.7979,4.82847,6.91497,12.8653,117.903,55.6462,26.39,17.6479,13.5661,11.2965,9.93613,9.11538,8.66302,8.49947,-0.0212261,1.000000,0.000000,0.000000,5,0.000000,360
173.517,0.00064842,0.548784,2.48225,2.51114,2.6213,2.83155,3.18364,3.76641,4.78843,6.85764,12.7586,116.929,55.7818,26.4544,17.6909,13.5992,11.3241,9.96039,9.13764,8.68417,8.52023,-0.0212255,1.000000,0.000000,0.000000,5,0.000000,360
173.915,0.000648313,0.55633,2.44074,2.46914,2.57746,2.78419,3.13039,3.70341,4.70834,6.74294,12.5452,114.971,56.0538,26.5834,17.7772,13.6654,11.3793,10.0089,9.18217,8.72649,8.56174,-0.021226,1.000000,0.000000,0.000000,5,0.000000,360
174.313,0.000653484,0.563876,2.39922,2.42715,2.53362,2.73684,3.07715,3.64042,4.62826,6.62824,12.3318,113.013,56.3257,26.7123,17.8634,13.7317,11.4344,10.0575,9.22669,8.7688,8.60326,-0.0212264,1.000000,0.000000,0.000000,5,0.000000,360
174.512,0.000595612,0.567649,2.37847,2.40615,2.5117,2.71316,3.05052,3.60892,4.58821,6.57088,12.2251,112.03,56.462,26.7768,17.9065,13.7649,11.462,10.0817,9.24895,8.78996,8.62401,-0.0212275,1.000000,0.000000,0.000000,5,-0.150000,360
174.91,0.000593203,0.575195,2.33695,2.36415,2.46786,2.6658,2.99728,3.54593,4.50813,6.45619,12.0117,110.072,56.734,26.9058,17.9927,13.8311,11.5172,10.1303,9.29348,8.83227,8.66553,-0.021228,1.000000,0.000000,0.000000,5,-0.450000,360
175.307,0.000599799,0.582741,2.29544,2.32216,2.42402,2.61845,2.94403,3.48294,4.42804,6.34149,11.7983,108.114,57.006,27.0347,18.0789,13.8974,11.5724,10.1788,9.338,8.87458,8.70704,-0.0212284,1.000000,0.000000,0.000000,5,-0.750000,360
175.705,0.000598127,0.590288,2.25393,2.28016,2.38018,2.57109,2.89079,3.41995,4.34795,6.2268,11.5849,106.156,57.278,27.1636,18.1651,13.9637,11.6276,10.2273,9.38252,8.9169,8.74855,-0.0212289,1.000000,0.000000,0.000000,5,-1.000000,360
176.102,0.00060343,0.597834,2.21241,2.23816,2.33634,2.52374,2.83755,3.35696,4.26787,6.11211,11.3715,104.199,57.5499,27.2926,18.2513,14.0299,11.6828,10.2759,9.42705,8.95921,8.79007,-0.0212294,1.000000,0.000000,0.000000,5,-0.490000,360
176.466,-0.360328,0.605114,2.17227,2.19836,2.29569,2.48091,2.79088,3.3041,4.20515,6.03402,11.2848,113.073,57.0394,27.2493,18.2649,14.0573,11.7145,10.3096,9.46233,8.99631,8.82974,-0.0191359,1.000000,0.000000,0.000000,5,-0.240100,360
176.805,1.0106,0.610174,2.14409,2.17461,2.27617,2.46629,2.78333,3.30931,4.23921,6.15609,11.8973,167.456,53.0056,26.377,17.9193,13.8881,11.626,10.2657,9.44746,9.00336,8.85615,-0.00666963,1.000000,0.000000,0.000000,5,-0.117649,360
177.197,1.42068,0.614191,2.12195,2.15416,2.257,2.44826,2.7668,3.29574,4.23377,6.18071,12.1248,187.388,51.5304,26.0566,17.7987,13.8346,11.6029,10.2597,9.45259,9.01721,8.87806,-0.0013813,1.000000,0.000000,0.000000,5,-0.057648,360
177.592,1.1271,0.616966,2.10669,2.13921,2.24194,2.43268,2.75023,3.27767,4.21383,6.16059,12.1362,191.094,51.1967,25.9979,17.7847,13.8345,11.6088,10.2687,9.46385,9.03041,8.89331,6.13703e-005,1.000000,0.000000,0.000000,5,0.000000,360
177.989,0.740958,0.618763,2.0968,2.12921,2.2315,2.4214,2.73754,3.26265,4.19474,6.13328,12.0857,189.299,51.226,26.02,17.8016,13.8483,11.6208,10.2796,9.47405,9.0403,8.9032,0.000156568,1.000000,0.000000,0.000000,5,0.000000,360
178.385,0.434456,0.619895,2.09058,2.12277,2.22463,2.41379,2.72873,3.25181,4.18013,6.11008,12.0296,185.969,51.3483,26.0595,17.8232,13.8629,11.6318,10.2886,9.4817,9.04709,8.90942,-0.000140589,1.000000,0.000000,0.000000,5,0.000000,360
178.781,0.233259,0.620694,2.08618,2.11819,2.21969,2.40827,2.72226,3.24373,4.16902,6.09184,11.9824,182.609,51.4677,26.0954,17.8419,13.8751,11.6407,10.2955,9.48749,9.05207,8.91382,-0.00046267,1.000000,0.000000,0.000000,5,0.000000,360
179.177,0.11516,0.621138,2.08374,2.11562,2.2169,2.40512,2.71852,3.23901,4.1624,6.08068,11.952,179.623,51.5527,26.12,17.8543,13.8829,11.6462,10.2998,9.49092,9.05493,8.91626,-0.000704589,1.000000,0.000000,0.000000,5,0.000000,360
179.573,0.051857,0.621582,2.0813,2.11309,2.21418,2.40209,2.71499,3.23462,4.15642,6.071,11.9277,177.008,51.612,26.1382,17.864,13.8892,11.6509,10.3035,9.49405,9.05766,8.9187,-0.000858396,1.000000,0.000000,0.000000,5,0.000000,360
179.968,0.0205954,0.622026,2.07886,2.11058,2.21151,2.39915,2.7116,3.23049,4.15091,6.06241,11.9077,174.644,51.6521,26.1517,17.8716,13.8945,11.655,10.3069,9.49696,9.06028,8.92115,-0.000946516,1.000000,0.000000,0.000000,5,0.000000,360
180.364,0.00654958,0.62247,2.07642,2.10808,2.20888,2.39627,2.70831,3.22651,4.14571,6.05452,11.8907,172.449,51.6799,26.1622,17.8779,13.8991,11.6586,10.31,9.49972,9.06284,8.92359,-0.00099276,1.000000,0.000000,0.000000,5,0.000000,360
180.561,0.00292771,0.622692,2.0752,2.10684,2.20757,2.39484,2.70669,3.22457,4.14318,6.05075,11.8828,171.398,51.6908,26.1667,17.8808,13.9012,11.6604,10.3115,9.50106,9.0641,8.92481,-0.00100572,1.000000,0.000000,0.000000,5,0.000000,360
180.956,-0.000322694,0.623136,2.07276,2.10435,2.20496,2.392,2.70347,3.22072,4.13819,6.04338,11.8678,169.326,51.7093,26.1749,17.8861,13.9052,11.6637,10.3144,9.50371,9.0666,8.92725,-0.00102067,1.000000,0.000000,0.000000,5,0.000000,360
181.35,-0.00112432,0.62358,2.07031,2.10187,2.20236,2.38918,2.70028,3.2169,4.13328,6.03616,11.8534,167.279,51.7253,26.1825,17.8912,13.9092,11.6669,10.3172,9.50633,9.06909,8.92969,-0.00102681,1.000000,0.000000,0.000000,5,0.000000,360
181.547,-0.000994514,0.623801,2.06909,2.10063,2.20106,2.38776,2.69868,3.215,4.13083,6.03258,11.8463,166.267,51.7328,26.1862,17.8937,13.9111,11.6685,10.3187,9.50764,9.07033,8.93091,-0.00102851,1.000000,0.000000,0.000000,5,0.000000,360
181.941,-0.000756709,0.624245,2.06665,2.09815,2.19846,2.38495,2.69549,3.2112,4.12595,6.02544,11.8323,164.234,51.7473,26.1935,17.8986,13.9149,11.6717,10.3215,9.51024,9.07281,8.93335,-0.00102955,1.000000,0.000000,0.000000,5,0.000000,360
182.334,-0.000455659,0.624689,2.06421,2.09567,2.19586,2.38213,2.69231,3.20741,4.12107,6.01832,11.8183,162.205,51.7614,26.2006,17.9035,13.9187,11.6749,10.3243,9.51284,9.07529,8.9358,-0.0010296,1.000000,0.000000,0.000000,5,0.000000,360
182.727,-0.000221867,0.625133,2.06177,2.09319,2.19327,2.37931,2.68913,3.20361,4.1162,6.01121,11.8043,160.166,51.7755,26.2078,17.9084,13.9225,11.6781,10.3271,9.51544,9.07777,8.93824,-0.00102938,1.000000,0.000000,0.000000,5,0.000000,360
183.12,-6.8969e-005,0.625577,2.05933,2.09072,2.19067,2.37649,2.68594,3.19982,4.11133,6.00409,11.7904,158.129,51.7896,26.2149,17.9133,13.9263,11.6813,10.3299,9.51804,9.08025,8.94068,-0.00102915,1.000000,0.000000,0.000000,5,0.000000,360
183.512,1.96052e-005,0.626021,2.05689,2.08824,2.18807,2.37368,2.68276,3.19603,4.10645,5.99698,11.7764,156.087,51.8037,26.2221,17.9182,13.9301,11.6845,10.3328,9.52064,9.08273,8.94312,-0.001029,1.000000,0.000000,0.000000,5,0.000000,360
183.903,6.69837e-005,0.626465,2.05444,2.08576,2.18548,2.37086,2.67957,3.19223,4.10158,5.98986,11.7624,154.035,51.8178,26.2292,17.9231,13.9339,11.6877,10.3356,9.52323,9.08521,8.94556,-0.00102891,1.000000,0.000000,0.000000,5,0.000000,360
184.099,-6.60301e-005,0.626687,2.05322,2.08452,2.18418,2.36945,2.67798,3.19034,4.09914,5.98631,11.7555,153.013,51.8248,26.2328,17.9255,13.9358,11.6893,10.337,9.52453,9.08645,8.94678,-0.00102854,1.000000,0.000000,0.000000,5,-0.150000,360
184.49,-5.18527e-005,0.627131,2.05078,2.08204,2.18158,2.36663,2.6748,3.18655,4.09427,5.97919,11.7415,150.957,51.8389,26.2399,17.9304,13.9396,11.6925,10.3398,9.52713,9.08893,8.94922,-0.00102852,1.000000,0.000000,0.000000,5,-0.450000,360
184.88,-4.55777e-005,0.627575,2.04834,2.07956,2.17898,2.36382,2.67161,3.18275,4.0894,5.97207,11.7275,148.899,51.853,26.2471,17.9353,13.9434,11.6957,10.3426,9.52973,9.09141,8.95166,-0.00102853,1.000000,0.000000,0.000000,5,-0.750000,360
185.076,0.000103619,0.627797,2.04712,2.07832,2.17768,2.36241,2.67002,3.18085,4.08696,5.96851,11.7205,147.866,51.8602,26.2507,17.9377,13.9453,11.6973,10.344,9.53103,9.09265,8.95289,-0.00102888,1.000000,0.000000,0.000000,5,-0.900000,360
185.466,0.000106241,0.62824,2.04468,2.07584,2.17509,2.35959,2.66684,3.17706,4.08208,5.96139,11.7065,145.801,51.8744,26.2579,17.9426,13.9491,11.7004,10.3469,9.53363,9.09513,8.95533,-0.00102889,1.000000,0.000000,0.000000,5,-1.000000,360
185.855,0.00010641,0.628684,2.04224,2.07337,2.17249,2.35677,2.66365,3.17327,4.07721,5.95427,11.6925,143.727,51.8885,26.265,17.9475,13.9529,11.7036,10.3497,9.53623,9.09761,8.95777,-0.00102891,1.000000,0.000000,0.000000,5,-0.490000,360
186.082,-0.094432,0.627464,2.04903,2.08398,2.18777,2.3785,2.69537,3.22262,4.16358,6.14432,12.4408,178.19,49.0236,25.5349,17.6255,13.7768,11.5969,10.2823,9.49451,9.07497,8.95142,0.00908358,1.000000,0.000000,0.000000,5,-0.240100,360
186.173,2.63933,0.621515,2.08309,2.12914,2.24709,2.45794,2.80656,3.39046,4.45195,6.78098,15.1881,200,42.4684,23.6821,16.7723,13.2967,11.2987,10.0892,9.37081,9.0033,8.92446,0.0370415,1.000000,0.000000,0.000000,5,-0.117649,360
186.487,4.84184,0.611972,2.13754,2.19227,2.32231,2.55114,2.92871,3.56459,4.73701,7.39339,18.0837,200,38.7609,22.4849,16.1818,12.946,11.0689,9.9308,9.26002,8.92824,8.87988,0.0562417,1.000000,0.000000,0.000000,5,-0.057648,360
186.847,4.49297,0.59881,2.21105,2.27077,2.40903,2.65099,3.05,3.72359,4.97298,7.84278,19.9797,200,37.2369,21.9125,15.8654,12.7373,10.9167,9.81224,9.16361,8.84758,8.81142,0.0638682,1.000000,0.000000,0.000000,5,0.000000,360
187.43,2.64798,0.572643,2.35551,2.41983,2.56797,2.82693,3.25393,3.97515,5.3146,8.40038,21.5953,200,36.3868,21.4751,15.5682,12.5078,10.7253,9.64398,9.0094,8.70123,8.66811,0.0654754,1.000000,0.000000,0.000000,5,0.000000,360
187.822,1.59458,0.552157,2.46828,2.53526,2.68998,2.96063,3.40693,4.16052,5.55905,8.77554,22.4431,200,36.0475,21.2395,15.3864,12.3567,10.5927,9.52266,8.89441,8.58875,8.55469,0.0645614,1.000000,0.000000,0.000000,5,0.000000,360
188.211,0.890748,0.530273,2.58873,2.65852,2.82024,3.10331,3.57013,4.35812,5.81937,9.17418,23.3365,200,35.6801,20.9861,15.1914,12.1947,10.4508,9.39287,8.77148,8.46856,8.43355,0.0635993,1.000000,0.000000,0.000000,5,0.000000,360
188.598,0.46135,0.507502,2.7141,2.78689,2.95598,3.25211,3.74049,4.56468,6.09214,9.59407,24.3019,200,35.2596,20.7098,14.9825,12.0229,10.301,9.25658,8.64289,8.34325,8.30766,0.0628387,1.000000,0.000000,0.000000,5,0.000000,360
188.985,0.215745,0.484331,2.84169,2.91762,3.09432,3.40389,3.91446,4.77593,6.37181,10.027,25.323,200,34.7956,20.4167,14.7642,11.8448,10.1467,9.11676,8.5114,8.21551,8.17969,0.062297,1.000000,0.000000,0.000000,5,0.000000,360
189.564,0.0517954,0.449041,3.03608,3.11696,3.30544,3.63577,4.18058,5.09972,6.80182,10.6972,26.9505,200,34.0305,19.9515,14.4228,11.5686,9.90872,8.90196,8.31013,8.02059,7.985,0.061856,1.000000,0.000000,0.000000,5,0.000000,360
189.95,0.0125783,0.425515,3.1657,3.24995,3.44639,3.79069,4.35856,5.31654,7.0904,11.149,28.0688,200,33.4962,19.6335,14.1914,11.3823,9.74879,8.758,8.17552,7.89048,7.85529,0.0617252,1.000000,0.000000,0.000000,5,0.000000,360
190.335,-0.00226381,0.401989,3.29533,3.38299,3.58743,3.94577,4.53678,5.5338,7.37985,11.6032,29.2024,200,32.9518,19.3122,13.9585,11.1952,9.58833,8.61373,8.04074,7.76032,7.72562,0.0616635,1.000000,0.000000,0.000000,5,0.000000,360
190.528,-0.00498324,0.390225,3.36014,3.44952,3.65797,4.02334,4.62596,5.64254,7.52479,11.8308,29.7729,200,32.6782,19.1508,13.8417,11.1014,9.50799,8.54152,7.97331,7.69522,7.66079,0.0616487,1.000000,0.000000,0.000000,5,0.000000,360
190.913,-0.00636274,0.366477,3.491,3.58386,3.80041,4.17999,4.80605,5.86217,7.81762,12.291,30.922,200,32.1269,18.8243,13.6056,10.912,9.34567,8.39567,7.83714,7.56378,7.52992,0.0616339,1.000000,0.000000,0.000000,5,0.000000,360
191.297,-0.00543172,0.342507,3.62309,3.71945,3.9442,4.33814,4.98788,6.08395,8.11336,12.7559,32.0364,200,31.5754,18.4942,13.367,10.7206,9.18176,8.24841,7.69967,7.4311,7.39783,0.0616308,1.000000,0.000000,0.000000,5,0.000000,360
191.681,-0.00414947,0.318537,3.75518,3.85505,4.08799,4.4963,5.16973,6.30576,8.40917,13.221,33.1048,200,31.0292,18.164,13.1283,10.5291,9.01781,8.10113,7.5622,7.29842,7.26575,0.0616321,1.000000,0.000000,0.000000,5,0.000000,360
191.873,-0.00363647,0.306552,3.82122,3.92285,4.15989,4.57538,5.26065,6.41667,8.55707,13.4535,33.6205,200,30.759,17.9988,13.0089,10.4334,8.93584,8.02749,7.49346,7.23208,7.19971,0.0616325,1.000000,0.000000,0.000000,5,0.000000,360
192.256,-0.00279068,0.282582,3.95331,4.05846,4.30369,4.73354,5.44251,6.6385,8.85291,13.9187,34.6201,200,30.222,17.6685,12.7702,10.242,8.77188,7.88021,7.35598,7.0994,7.06762,0.0616351,1.000000,0.000000,0.000000,5,0.000000,360
192.64,-0.00222187,0.258612,4.08539,4.19406,4.44749,4.89171,5.62437,6.86032,9.14874,14.3839,35.5757,200,29.6912,17.3382,12.5315,10.0506,8.60793,7.73293,7.21849,6.96671,6.93553,0.0616377,1.000000,0.000000,0.000000,5,0.000000,360
193.022,-0.00193813,0.234641,4.21748,4.32966,4.59129,5.04987,5.80622,7.08215,9.44457,14.849,36.489,200,29.1673,17.0079,12.2928,9.85912,8.44398,7.58565,7.08101,6.83403,6.80345,0.0616397,1.000000,0.000000,0.000000,5,0.000000,360
