speed,lateralSpeed,trackPosition,trackEdge_3,trackEdge_6,trackEdge_9,trackEdge_12,trackEdge_15,angleToTrackAxis,action_accelerate,action_brake,action_clutch,action_gear,action_steering,action_focus
0,0,0,200,200,200,200,200,0,0.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
0.000304208,0.00128985,-0.333363,8.50521,14.7754,200,7.24756,4.21388,0.0089286,1.000000,0.000000,0.000000,1,0.000000,360
